Username,Location,Date,Reviews,Rating,Review Titles
Kelly,US,2024-07-18T19:00:15.000Z,"UPDATED July 18This experience working through the claim is just as horrendous as I anticipated!One month later and more broken promises (claim reps promising to call back and never calling).  Requests for more and more ""documentation"" on both claims is asinine.  I respond to a request (in snail mail letters!), then another letter comes asking for more information, some of which I've already provided.  The response to this complaint is - as the rest of the experience has been - completely worthless!  NO ONE has contacted me personally about my complaints - only to send canned words that have done nothing to help actually process my claims._____________HORRIBLE experience with this company!I purchased a Heymondo travel insurance policy for myself and my husband for a 2 week trip to Indonesia and Thailand.We both became ill and needed a doctor's services while in Thailand, and I needed to submit a two medical claims (one for my husband and one for myself).  Here's what's happened so far:In the app, there's a customer service chat.  Don't let that fool you - it's a bot.  And the chat is only monitored on weekdays.  Any previous chat histories aren't saved or shown in the app, which gives you no communication summary - red flag!  The claim forms should be easy to download from the app - but there are no claim forms there.  Again - red flag!So, I submitted a message to ask where to find claim forms.  Didn't hear back for 2 days.When I did hear back, it was from an unrecognized email addres (acipta) and stated I would hear back from someone else with a specific e-mail address.  I never heard back after two more days so sent another message.Didn't hear anything.  So, I called the ""get help anytime"" phone number inside the app.  My country is set to U.S.  The first two phone prompts were in English.  Then, the prompts suddenly switched solely to Spanish and I couldn't understand any of the prompts.  I was connected to an agent that spoke no English, provided no help, so I was forced to hang up.  Tried calling again, thinking it was a glitch, but again was dumped into a Spanish speaking queue.After more back and forth in email, I FINALLY obtained the medical claim forms.  They not labeled Heymondo OR Clements (who I purchased the policy from).  Two MORE company names are listed ACI, and Starr.  So now we have four different entities in the background - making for a very confusing experience.  WHO Is actually responsible for client experience here?  After filling out the forms, I looked at the instructions for how to submit the claims.The form says ""for fastest service, upload the required document to our secure website....with website URL.However, when I go to that site, it's a general corporate website.  There are logins for ""member"" and ""client.""  No idea which one I am.  Both require a member ID (which I don't have - was only given a policy # from Heymondo).  So then there's another little obscure phrase that you have to e-mail client access to GET a user ID and password.  So I sent that e-mail - no doubt unmonitored on the weekend.  No mention at all of Heymondo, where I purchased the policy.I have NO FAITH in the legitimacy of this company if I can't even file a simple claim.  I can only imagine the experience ahead of me to get the claims approved.",1,HORRIBLE experience with this company!
Linda,ES,2024-02-05T10:19:25.000Z,It was really easy to purchase travel insurance.,5,It was really easy to purchase travel…
Shahin Payani,GB,2024-03-10T03:30:00.000Z,Very easy and quick process to get my insurance.,5,Very easy and quick process to get my…
Magda,ZA,2024-07-27T11:37:12.000Z,So easy and comfortable,5,So easy and comfortable
customer Otilia,RO,2024-08-04T17:50:43.000Z,1. I could not register2. When it comes to the app the only language that I found was Spanish,3,1 Account and language
Alison King,GB,2024-05-02T13:02:26.000Z,Straightforward and easy experience. Especiaaly nice that the documents are now available in English which saves me from having to look up unfamiliar expressions.,4,Straightforward and easy experience
Marc,BE,2024-06-16T14:09:01.000Z,"Easy procedure, good coverage and good price!",5,Easy procedure
Me,IT,2024-09-01T17:27:00.000Z,"Perfect, all is good",5,Perfect
Gz,AE,2024-08-20T08:25:34.000Z,"easy to purchase, quick and very good price",5,Easy to buy and good price
customer,RO,2024-05-10T16:13:31.000Z,Very good experience till know expedite and trustworthy as people recommended to me.,5,Very good experience till now…
elbillyhanangmail.com,AE,2024-07-22T15:06:49.000Z,The fast response I got and it is very easy to use the app .,5,The fast response I got and it is very…
Kristian,CR,2024-08-28T17:38:44.000Z,24/7 service works .... just for telling you Heymondo does not cover it.A waste of time and money.,5,Quick and easy purchase
Javier Manjon,GB,2024-06-14T14:19:47.000Z,Fast and easy to understand,1,24/7 service BUT...
customer,IE,2024-06-30T21:22:12.000Z,The best travel insurance I could find. They have helped me a lot!,5,Fast and easy to understand
Fe Gismera Jacobo,ES,2024-06-16T00:20:51.000Z,So easy. But....I got a new passport and had to open a new account.,5,The best travel insurance I could find
customer,CA,2024-07-23T00:49:48.000Z,Fast and reliable service.  Information about insurance coverage is clear and easy to interpret.,5,So easy
customer,CA,2024-05-16T09:30:17.000Z,Very easy and straightforward! Thank you :),5,Simple and easy-to-understand process!
customer,AU,2024-06-18T06:21:25.000Z,very easy and efficient to purchase a travel insurance as international cover from Fiji,5,Fast and reliable service
Freya,CA,2024-06-01T18:15:00.000Z,"Clear information, affordable fees and easy to buy.",5,Very easy and straightforward
sudesh chand,FJ,2024-04-30T04:30:19.000Z,No problems. Easy job. Perfect,5,5star
Adriana Rodriguez,US,2024-04-07T20:30:11.000Z,"Excellent website design - a clear, understandable, and functional portal. Overall, a great end user customer experience.",5,Good & Easy
customer,IT,2024-05-22T23:59:34.000Z,"Very comprehensive package, very reasonable and easy to purchase",5,Purchase
Steven Matarelli,GB,2024-02-19T02:36:46.000Z,On whats app the communication was very prompt and helpful.,5,Excellent website design
RichardS,CA,2024-08-02T04:28:07.000Z,"Easy to do online, good communication when needed.",5,Very comprehensive package
Frauke Schierenberg,GB,2024-02-09T14:25:38.000Z,Great website great app great coverage,4,On whats app the communication was very…
Edward,GB,2024-07-06T16:36:24.000Z,"Simple, Intuitive, and Just wow.",4,Easy to do online
customer,SA,2024-02-07T16:20:13.000Z,Recommended by FastCover. Quick and easy process,5,Thank you for such amazing process.
Fabiana,IT,2024-08-12T20:57:01.000Z,Essy to use quick efficient,5,Easy and convenient
Darren S,GB,2024-03-02T19:47:00.000Z,"Very easy, very quick, very simple to get insurance.",5,Great website great app great coverage
Adrian Nicola,GB,2024-05-15T23:25:23.000Z,Easy to book :-) Let's hope I don't need them... and just feel more secure to travel!,5,Just Perfect
Kelly Goldie,ID,2024-08-09T01:35:29.000Z,Easiest & least expensive insurance you can get. :),5,Recommended by FastCover
Teresa Spencer,CA,2024-02-22T13:58:49.000Z,Wide and flexible options. Easy to buy.,5,Essy to use quick efficient
customer,CA,2024-03-02T19:32:03.000Z,Easy to buyClear insurance cinfitions,5,Very easy
Alan,ES,2024-02-08T09:37:52.000Z,"All good till now, we will see when we will need the policy.",5,Easy to book :-) Let's hope I don't…
Patrick Cohen,CA,2024-05-03T16:52:26.000Z,Rapid and well explained,5,Easiest & least expensive insurance you…
Gianfranco Cimarelli,IT,2024-04-29T11:40:57.000Z,Great fast service,5,Wide and flexible options
Firenze ,IT,2024-03-17T16:32:03.000Z,Easy and good service,5,Easy to buy
customer,PR,2024-08-11T21:13:48.000Z,"Esay, clear and competitive",5,Very easy to complete.
Daniel Dumitriu,RO,2024-06-23T08:57:27.000Z,Amazing experience I will use this insurance again.,5,All good till now
Ersan Keswara,CA,2024-03-13T16:19:58.000Z,Loose me as a client because a representative through the email of insuranceresponse- Clements Heymondo Insurance.// A day after another representative contacted me to clarify the misunderstanding.,5,easy process with good coverage
Karl Morton,FR,2024-03-09T21:19:32.000Z,Very easy to buy and user-friendly.,5,Rapid and well explained
Mihai Mihai,GB,2024-02-17T17:12:46.000Z,All good nothing to complain,5,Simple and easy to buy the insurance!
Kobus,ZA,2024-07-20T10:50:33.000Z,Easy/prompt and simple. well done Heymondo,5,Great fast service
customer,BB,2024-07-18T16:45:12.000Z,Extremely user friendly app.,5,Easy and trustworthy
customer,US,2024-07-31T10:06:40.000Z,"Clear articulation of benefits, good benefits at a fair price.",5,Easy and good service
BRUNO BORSETTO,ES,2024-08-03T17:41:11.000Z,You are very kind,5,BEST INSURANCE FOR TRAVELLERS
Anne,KH,2024-05-07T08:15:24.000Z,Easy and straightforward,5,Amazing experience I will use this…
Claque Textil,PR,2024-03-18T19:27:48.000Z,"Straight forward, efficient and discounted with online referrals.",3,Loose me as a client before starting 
